City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,Grindavik,63.8424,-22.4338,57.15,71,0,16.11,IS,2022-06-29 11:56:26
285,Hasaki,35.7333,140.8333,81.0,85,82,15.08,JP,2022-06-29 11:56:26
286,Hofn,64.2539,-15.2082,53.62,76,100,8.05,IS,2022-06-29 11:56:27
287,Comodoro Rivadavia,-45.8667,-67.5,37.26,93,100,12.66,AR,2022-06-29 11:56:27
288,Lompoc,34.6391,-120.4579,61.79,91,20,4.61,US,2022-06-29 11:56:27
289,Sun City West,33.662,-112.3413,90.84,45,0,4.0,US,2022-06-29 11:55:51
290,Soyo,-6.1349,12.3689,78.84,68,34,7.63,AO,2022-06-29 11:54:32
291,Lagoa,39.05,-27.9833,64.8,90,90,9.82,PT,2022-06-29 11:56:28
292,Paamiut,61.994,-49.6678,38.62,96,100,27.81,GL,2022-06-29 11:56:28
293,Victoria,22.2855,114.1577,88.18,79,100,11.01,HK,2022-06-29 11:52:53
294,Yate,51.5407,-2.4184,68.77,73,58,1.99,GB,2022-06-29 11:56:28
295,Luba,3.4568,8.5547,84.09,82,94,8.21,GQ,2022-06-29 11:56:29
296,Upernavik,72.7868,-56.1549,33.94,95,77,13.22,GL,2022-06-29 11:56:29
297,Velika Gorica,45.7125,16.0756,93.18,40,20,3.44,HR,2022-06-29 11:56:29
298,Ponnani,10.767,75.9252,76.32,88,82,15.21,IN,2022-06-29 11:56:30
299,Sorland,67.667,12.6934,53.46,94,97,24.29,NO,2022-06-29 11:56:30
300,Chandbali,20.7833,86.7667,89.56,62,100,17.07,IN,2022-06-29 11:56:30
301,Araguaina,-7.1911,-48.2072,81.34,46,16,7.05,BR,2022-06-29 11:56:31
302,Talaya,61.3833,152.75,64.45,67,9,11.7,RU,2022-06-29 11:56:31
303,Cairns,-16.9167,145.7667,73.06,89,100,10.36,AU,2022-06-29 11:56:31
304,Safaga,26.7292,33.9365,89.01,48,0,8.34,EG,2022-06-29 11:56:32
305,Yar-Sale,66.8333,70.8333,54.45,42,62,20.11,RU,2022-06-29 11:56:32
306,Nova Venecia,-18.7106,-40.4006,70.16,62,0,4.25,BR,2022-06-29 11:53:50
307,Saldanha,-33.0117,17.9442,77.05,46,0,11.97,ZA,2022-06-29 11:56:32
308,Saint-Pierre,-21.3393,55.4781,71.28,68,35,26.46,RE,2022-06-29 11:56:33
309,Kidodi,-7.6036,37.0044,80.78,44,89,6.46,TZ,2022-06-29 11:56:33
310,Raton,36.9034,-104.4391,52.05,86,0,4.23,US,2022-06-29 11:56:33
311,Khash,28.2211,61.2158,105.22,6,30,18.99,IR,2022-06-29 11:56:34
312,Koungou,-12.7336,45.2042,80.31,54,21,13.8,YT,2022-06-29 11:56:34
313,Coahuayana,18.7333,-103.6833,76.87,91,98,2.62,MX,2022-06-29 11:56:34
314,Vostok,46.4856,135.8833,61.29,84,70,4.05,RU,2022-06-29 11:56:35
315,Kokopo,-4.352,152.2633,77.74,84,87,9.13,PG,2022-06-29 11:57:35
316,Samarkand,39.6542,66.9597,101.62,15,0,11.5,UZ,2022-06-29 11:57:35
317,Kamenka,51.3223,42.7678,69.82,43,1,9.78,RU,2022-06-29 11:57:36
318,Lipin Bor,60.2622,37.9763,64.72,41,9,6.55,RU,2022-06-29 11:57:36
319,Salalah,17.0151,54.0924,82.31,84,77,10.71,OM,2022-06-29 11:57:36
320,Sorkjosen,69.8,20.9333,75.2,60,0,8.05,NO,2022-06-29 11:57:37
321,La Ronge,55.1001,-105.2842,53.82,66,75,5.75,CA,2022-06-29 11:57:37
322,Santa Cruz Cabralia,-16.2781,-39.0247,64.63,88,40,6.91,BR,2022-06-29 11:57:37
323,Caxito,-8.5785,13.6643,95.63,24,85,2.95,AO,2022-06-29 11:57:38
324,Faanui,-16.4833,-151.75,80.02,73,8,18.1,PF,2022-06-29 11:57:38
325,Zavetnoye,47.1194,43.8903,82.38,23,19,12.41,RU,2022-06-29 11:57:38
326,Afua,-0.1567,-50.3867,74.53,95,100,3.27,BR,2022-06-29 11:57:39
327,Oranjemund,-28.55,16.4333,75.25,31,0,12.93,NA,2022-06-29 11:57:39
328,Skibbereen,51.55,-9.2667,55.11,70,97,18.25,IE,2022-06-29 11:57:39
329,Paraiso,9.8383,-83.8656,65.26,95,97,3.44,CR,2022-06-29 11:57:39
330,Kavieng,-2.5744,150.7967,82.18,75,100,12.41,PG,2022-06-29 11:57:40
331,Plouzane,48.3833,-4.6167,62.92,77,75,13.8,FR,2022-06-29 11:57:40
332,La Vega,19.2221,-70.5296,81.28,83,16,5.26,DO,2022-06-29 11:57:40
333,Prince Rupert,54.3161,-130.3201,53.69,94,100,5.75,CA,2022-06-29 11:54:46
334,Norden,53.6,7.2,81.95,56,5,9.4,DE,2022-06-29 11:57:41
335,Paita,-5.0892,-81.1144,61.2,83,16,9.8,PE,2022-06-29 11:57:41
336,Saint-Augustin,51.226,-58.6502,56.75,77,100,7.34,CA,2022-06-29 11:57:41
337,Libourne,44.9167,-0.25,77.58,39,23,4.09,FR,2022-06-29 11:57:42
338,Pokhara,28.2333,83.9833,72.18,93,100,0.56,NP,2022-06-29 11:56:15
339,Arlit,18.7369,7.3853,107.46,9,4,9.66,NE,2022-06-29 11:57:42
340,Nago,26.5881,127.9761,83.25,84,1,11.45,JP,2022-06-29 11:56:00
341,Goure,13.9835,10.2704,100.06,24,5,7.02,NE,2022-06-29 11:57:42
342,Mazatlan,23.2167,-106.4167,82.9,81,98,1.01,MX,2022-06-29 11:57:43
343,Nara,34.6851,135.8049,84.49,52,28,2.06,JP,2022-06-29 11:57:43
344,Buraydah,26.326,43.975,106.25,7,48,4.94,SA,2022-06-29 11:57:43
345,Kuryk,43.2,51.65,94.03,24,5,16.53,KZ,2022-06-29 11:57:44
346,Whyalla,-33.0333,137.5833,53.74,73,80,11.07,AU,2022-06-29 11:57:44
347,Katsuura,35.1333,140.3,75.74,88,87,20.33,JP,2022-06-29 11:57:44
348,Langxiang,46.95,128.8833,64.74,81,87,2.91,CN,2022-06-29 11:57:45
349,Tamale,9.4008,-0.8393,90.52,51,28,6.31,GH,2022-06-29 11:57:45
350,Verkh-Chebula,56.0308,87.6218,71.53,72,11,10.18,RU,2022-06-29 11:57:45
351,Oytal,42.9057,73.2697,99.16,15,19,2.71,KZ,2022-06-29 11:57:46
352,Praia,14.9215,-23.5087,77.54,65,40,14.97,CV,2022-06-29 11:57:46
353,Cidreira,-30.1811,-50.2056,52.21,85,100,19.08,BR,2022-06-29 11:57:46
354,Lavassaare,58.5114,24.3889,75.11,73,75,8.05,EE,2022-06-29 11:57:46
355,Newport,51.5877,-2.9984,67.08,71,65,9.33,GB,2022-06-29 11:54:25
356,Chauk,20.8833,94.8167,93.2,46,94,9.24,MM,2022-06-29 11:57:47
357,Petropavlovsk-Kamchatskiy,53.0452,158.6483,54.19,82,0,2.24,RU,2022-06-29 11:57:47
358,Serbanesti,44.3333,24.7,92.41,22,9,7.38,RO,2022-06-29 11:57:48
359,Eucaliptus,-17.5833,-67.5167,40.62,55,1,3.4,BO,2022-06-29 11:57:48
360,Pavlodar,52.3,76.95,66.0,55,20,24.61,KZ,2022-06-29 11:57:48
361,Balsta,59.5671,17.5278,75.22,54,78,4.0,SE,2022-06-29 11:57:49
362,Sept-Iles,50.2001,-66.3821,61.05,85,20,6.91,CA,2022-06-29 11:58:49
363,Fortuna,40.5982,-124.1573,55.92,92,100,4.0,US,2022-06-29 11:58:49
364,Helong,42.5397,128.9972,66.78,100,95,3.06,CN,2022-06-29 11:58:50
365,Tomari,47.7658,142.0683,52.48,93,2,7.65,RU,2022-06-29 11:58:50
366,Dalby,-27.1833,151.2667,52.74,82,100,11.56,AU,2022-06-29 11:58:50
367,Lazaro Cardenas,17.9583,-102.2,78.35,84,99,3.91,MX,2022-06-29 11:58:50
368,Toora-Khem,52.4675,96.11,75.65,34,42,3.18,RU,2022-06-29 11:58:51
369,Makow Mazowiecki,52.8649,21.1005,79.9,70,100,3.78,PL,2022-06-29 11:58:51
370,Stromness,58.965,-3.296,57.87,90,100,18.01,GB,2022-06-29 11:58:51
371,Kirakira,-10.4544,161.9205,79.97,85,28,10.65,SB,2022-06-29 11:58:52
372,Kinchil,20.9167,-89.95,74.05,93,70,2.93,MX,2022-06-29 11:58:52
373,Poum,-20.2333,164.0167,73.2,74,23,10.94,NC,2022-06-29 11:58:52
374,Aktau,43.65,51.2,91.98,37,15,21.56,KZ,2022-06-29 11:58:53
375,Llanes,43.4198,-4.7549,62.24,86,92,10.04,ES,2022-06-29 11:58:53
376,Winfield,37.2398,-96.9956,64.51,87,0,5.55,US,2022-06-29 11:58:53
377,Salina Cruz,16.1667,-95.2,76.41,81,9,11.34,MX,2022-06-29 11:54:03
378,Ust-Kuyga,70.0167,135.6,58.24,44,57,9.4,RU,2022-06-29 11:58:54
379,Balkhash,46.844,74.9804,95.61,13,0,26.84,KZ,2022-06-29 11:58:54
380,Ajaccio,42.0,8.9167,77.05,61,0,11.5,FR,2022-06-29 11:57:58
381,Westport,41.1415,-73.3579,71.89,78,100,2.62,US,2022-06-29 11:58:55
382,Loandjili,-4.7561,11.8578,79.66,70,59,9.33,CG,2022-06-29 11:58:55
383,Carballo,43.213,-8.691,65.01,79,88,7.14,ES,2022-06-29 11:58:55
384,Cusset,46.13,3.4596,77.34,46,22,3.47,FR,2022-06-29 11:58:56
385,Lincoln,40.8,-96.667,72.12,66,0,4.0,US,2022-06-29 11:56:56
386,Mehamn,71.0357,27.8492,85.95,39,9,13.8,NO,2022-06-29 11:58:56
387,Price,39.5994,-110.8107,68.11,41,44,2.66,US,2022-06-29 11:57:19
388,Mount Gambier,-37.8333,140.7667,48.11,100,100,3.44,AU,2022-06-29 11:58:56
389,Ler,8.3018,30.1418,78.48,75,98,7.07,SS,2022-06-29 11:58:57
390,Manicore,-5.8092,-61.3003,71.55,94,0,0.0,BR,2022-06-29 11:58:57
391,Champerico,14.3,-91.9167,75.56,88,14,6.93,GT,2022-06-29 11:58:57
392,Tabuk,17.4189,121.4443,75.45,93,100,4.03,PH,2022-06-29 11:58:58
393,Morant Bay,17.8815,-76.4093,78.42,81,40,9.86,JM,2022-06-29 11:58:58
394,Homer,59.6425,-151.5483,56.77,91,13,4.0,US,2022-06-29 11:55:50
395,Wanaka,-44.7,169.15,42.12,82,43,1.01,NZ,2022-06-29 11:58:58
396,Woodward,36.4337,-99.3904,61.72,94,0,6.91,US,2022-06-29 11:54:14
397,Alenquer,-1.9417,-54.7383,79.27,75,50,1.92,BR,2022-06-29 11:54:23
398,Lokosovo,61.1333,74.8167,57.42,68,90,11.03,RU,2022-06-29 11:58:59
399,San Quintin,30.4833,-115.95,67.69,86,3,5.3,MX,2022-06-29 11:58:59
400,Sangar,63.9242,127.4739,59.47,57,99,2.57,RU,2022-06-29 11:58:59
401,Chicama,-7.8447,-79.1469,55.94,85,2,3.0,PE,2022-06-29 11:59:00
402,Manzhouli,49.6,117.4333,82.04,34,50,4.25,CN,2022-06-29 11:59:00
403,Moindou,-21.6924,165.677,67.57,72,0,8.63,NC,2022-06-29 11:59:00
404,Sao Joao Da Barra,-21.6403,-41.0511,66.29,60,0,12.35,BR,2022-06-29 11:59:01
405,Hay River,60.8156,-115.7999,53.58,94,20,4.61,CA,2022-06-29 11:59:01
406,Chapais,49.7834,-74.8492,47.98,92,100,5.91,CA,2022-06-29 11:59:01
407,Halifax,44.6453,-63.5724,65.48,87,20,5.75,CA,2022-06-29 11:54:57
408,Kodiak,57.79,-152.4072,52.7,91,21,3.42,US,2022-06-29 11:58:34
409,Cayenne,4.9333,-52.3333,75.24,1,100,3.44,GF,2022-06-29 11:59:02
410,Saumur,47.3333,-0.25,73.04,90,92,8.01,FR,2022-06-29 11:59:02
411,Teya,60.3778,92.6267,62.71,68,84,8.39,RU,2022-06-29 11:59:03
412,Deputatskiy,69.3,139.9,45.43,54,37,4.52,RU,2022-06-29 12:00:03
413,West Plains,36.7281,-91.8524,63.09,78,0,0.76,US,2022-06-29 12:00:01
414,Haines Junction,60.7522,-137.5108,53.62,92,6,0.92,CA,2022-06-29 12:00:19
415,Evanton,57.6638,-4.34,65.86,81,99,7.07,GB,2022-06-29 12:00:28
416,Bukachacha,52.9833,116.9167,76.3,53,66,2.21,RU,2022-06-29 12:00:30
417,Tromso,69.6496,18.957,78.82,47,20,5.75,NO,2022-06-29 12:00:31
418,Dunedin,-45.8742,170.5036,45.81,75,38,5.86,NZ,2022-06-29 12:00:32
419,Ushibuka,32.1906,130.0228,78.26,89,1,9.73,JP,2022-06-29 12:00:00
420,Marawi,7.9986,124.2928,70.72,91,85,3.44,PH,2022-06-29 12:00:32
421,Taltal,-25.4,-70.4833,62.17,54,0,0.83,CL,2022-06-29 12:00:33
422,Aksu,41.1231,80.2644,96.22,13,0,2.55,CN,2022-06-29 12:00:34
423,Leningradskiy,69.3833,178.4167,43.2,94,100,4.09,RU,2022-06-29 12:00:34
424,Majdanpek,44.4277,21.946,88.79,26,5,11.5,RS,2022-06-29 12:00:35
425,Pizarro,4.9533,-77.366,76.01,90,100,3.42,CO,2022-06-29 12:00:35
426,Copala,16.65,-98.9833,76.15,86,67,3.47,MX,2022-06-29 12:00:36
427,Touros,-5.1989,-35.4608,79.59,74,34,14.92,BR,2022-06-29 12:00:36
428,Saltillo,25.4167,-101.0,62.29,74,21,0.92,MX,2022-06-29 11:55:50
429,Krasnoselkup,65.7,82.4667,51.62,82,100,11.27,RU,2022-06-29 12:00:37
430,Avallon,47.4833,3.9,72.75,56,6,5.59,FR,2022-06-29 12:00:38
431,Belgrade,44.804,20.4651,92.86,29,0,18.41,RS,2022-06-29 11:56:48
432,Troitsk,54.0979,61.5773,48.15,80,100,15.01,RU,2022-06-29 12:00:38
433,Husavik,66.0449,-17.3389,48.45,95,100,4.52,IS,2022-06-29 12:00:39
434,Constitucion,-35.3333,-72.4167,53.29,86,100,9.48,CL,2022-06-29 12:00:39
435,Kushmurun,52.4503,64.6311,52.61,59,82,19.86,KZ,2022-06-29 12:00:40
436,Tondod,15.7183,120.9692,76.42,87,100,4.56,PH,2022-06-29 12:00:41
437,Marquette,46.5333,-87.6335,54.77,91,2,2.39,US,2022-06-29 12:00:41
438,Phan Thiet,10.9333,108.1,83.25,79,99,9.64,VN,2022-06-29 11:59:55
439,Port-Cartier,50.0334,-66.8654,60.75,67,0,4.65,CA,2022-06-29 12:00:42
440,Townsville,-19.25,146.8,70.68,68,100,11.5,AU,2022-06-29 12:00:43
441,Quesnel,52.9999,-122.5029,54.1,94,100,5.75,CA,2022-06-29 12:00:43
442,Lovozero,68.005,35.0117,78.85,43,63,10.58,RU,2022-06-29 12:00:44
443,Bilibino,68.0546,166.4372,58.8,90,99,3.53,RU,2022-06-29 12:00:44
444,Havoysund,70.9963,24.6622,65.66,67,29,2.84,NO,2022-06-29 12:00:45
445,Havre-Saint-Pierre,50.2334,-63.5986,57.38,76,0,5.99,CA,2022-06-29 12:00:46
446,Ngunguru,-35.6167,174.5,54.55,88,100,20.4,NZ,2022-06-29 12:00:46
447,Pachino,36.7186,15.0907,86.54,52,66,20.87,IT,2022-06-29 12:00:47
448,Flin Flon,54.7682,-101.865,51.76,74,100,5.59,CA,2022-06-29 12:00:47
449,Shiojiri,36.1,137.9667,70.18,78,88,3.58,JP,2022-06-29 12:00:48
450,Lanzhou,36.0564,103.7922,83.37,18,51,9.4,CN,2022-06-29 12:00:48
451,Catamarca,-28.4696,-65.7852,62.58,46,0,5.97,AR,2022-06-29 11:57:22
452,Presidencia Roque Saenz Pena,-26.7852,-60.4388,47.68,89,0,4.16,AR,2022-06-29 12:00:49
453,Beidao,34.5686,105.8933,79.72,33,9,5.19,CN,2022-06-29 12:00:49
454,Bucerias,20.75,-105.3333,80.58,78,100,6.91,MX,2022-06-29 11:58:53
455,Cayambe,0.05,-78.1333,46.54,79,21,7.52,EC,2022-06-29 12:00:50
456,Kambove,-10.8764,26.5969,73.58,32,41,5.91,CD,2022-06-29 12:00:51
457,Waipawa,-41.4122,175.5153,43.41,89,93,1.92,NZ,2022-06-29 12:00:51
458,Bordighera,43.7806,7.6645,83.44,69,0,4.79,IT,2022-06-29 12:01:52
459,Penzance,50.1186,-5.5371,61.48,82,20,12.66,GB,2022-06-29 12:01:52
460,Henties Bay,-22.116,14.2845,79.72,30,0,16.31,NA,2022-06-29 12:01:52
461,Fairbanks,64.8378,-147.7164,59.59,73,26,2.28,US,2022-06-29 12:00:07
462,North Bend,43.4065,-124.2243,56.86,100,55,4.09,US,2022-06-29 11:59:04
463,Togur,58.3631,82.8265,72.3,54,98,13.09,RU,2022-06-29 12:01:53
464,Hovd,48.0056,91.6419,81.41,16,0,10.13,MN,2022-06-29 12:01:53
465,Aklavik,68.2191,-135.0107,47.89,83,100,14.16,CA,2022-06-29 12:01:53
466,Karakol,42.4907,78.3936,74.28,42,0,3.65,KG,2022-06-29 12:01:54
467,Kovur,14.4833,79.9833,90.16,47,91,8.68,IN,2022-06-29 12:01:54
468,Merritt Island,28.5392,-80.672,84.09,81,0,0.0,US,2022-06-29 11:58:55
469,Barahona,18.2085,-71.1008,80.6,73,47,2.77,DO,2022-06-29 12:01:55
470,Kudahuvadhoo,2.6708,72.8944,83.79,70,31,5.14,MV,2022-06-29 12:01:55
471,Camacha,33.0833,-16.3333,67.42,64,75,18.41,PT,2022-06-29 12:01:55
472,Aktash,50.3,87.7333,66.38,27,27,5.14,RU,2022-06-29 12:01:56
473,Teahupoo,-17.8333,-149.2667,69.76,80,25,21.7,PF,2022-06-29 12:01:56
474,Abu Zabad,12.35,29.25,87.93,39,72,13.96,SD,2022-06-29 12:01:57
475,Jackson,42.4165,-122.8345,56.86,79,11,1.01,US,2022-06-29 11:57:27
476,Bayanday,53.0661,105.5139,71.96,68,37,9.69,RU,2022-06-29 12:01:58
477,Berlevag,70.8578,29.0864,86.0,60,0,11.5,NO,2022-06-29 12:01:58
478,Dois Vizinhos,-25.7336,-53.0572,52.39,89,66,2.35,BR,2022-06-29 12:01:59
479,Pasighat,28.0667,95.3333,78.19,95,86,0.65,IN,2022-06-29 12:01:59
480,Nouakchott,18.0858,-15.9785,94.93,42,55,9.24,MR,2022-06-29 11:58:08
481,Meiganga,6.5167,14.3,74.55,82,96,3.13,CM,2022-06-29 12:01:59
482,Galesong,-5.3166,119.3661,77.02,83,64,12.91,ID,2022-06-29 12:02:00
483,Pala,9.3642,14.9046,84.4,56,88,5.61,TD,2022-06-29 12:02:00
484,Zundert,51.4735,4.6418,84.13,42,9,9.24,NL,2022-06-29 12:02:01
485,Kamaishi,39.2667,141.8833,74.82,79,100,7.2,JP,2022-06-29 12:02:02
486,Sokolo,14.7328,-6.1219,98.8,29,66,8.55,ML,2022-06-29 12:02:02
487,Thompson,55.7435,-97.8558,53.76,62,75,6.91,CA,2022-06-29 11:59:54
488,Kiunga,-6.1219,141.2906,73.63,98,99,2.21,PG,2022-06-29 12:02:03
489,Palana,59.1167,159.9667,46.71,78,6,8.97,RU,2022-06-29 12:02:03
490,Sale,34.0389,-6.8166,80.64,68,40,10.36,MA,2022-06-29 12:02:04
491,Half Moon Bay,37.4636,-122.4286,58.78,87,100,14.97,US,2022-06-29 11:58:28
492,Glenwood Springs,39.5505,-107.3248,60.03,65,0,11.5,US,2022-06-29 12:01:10
493,Jinchang,38.4953,102.1739,87.58,14,44,11.9,CN,2022-06-29 12:02:04
494,Ojinaga,29.5667,-104.4167,77.95,57,0,6.91,MX,2022-06-29 12:00:53
495,Batagay-Alyta,67.8006,130.4114,53.62,56,76,6.46,RU,2022-06-29 12:02:05
496,Wanning,18.8003,110.3967,82.54,85,89,4.92,CN,2022-06-29 12:02:05
497,Verkhnetulomskiy,68.6073,31.7962,82.53,38,36,6.04,RU,2022-06-29 12:02:06
498,Beatrice,40.2681,-96.747,70.18,72,0,8.05,US,2022-06-29 12:02:06
499,Boyolangu,-8.1181,111.8935,73.13,82,27,4.05,ID,2022-06-29 12:02:07
500,Kalakamati,-20.5929,27.3121,58.86,58,97,14.7,BW,2022-06-29 12:02:07
501,Colares,38.7992,-9.4469,74.34,52,20,30.0,PT,2022-06-29 12:02:08
502,Salinopolis,-0.6136,-47.3561,78.51,86,80,8.88,BR,2022-06-29 11:57:26
503,Lima,-12.0432,-77.0282,59.9,84,100,4.61,PE,2022-06-29 11:58:46
504,Ciudad Bolivar,8.1222,-63.5497,77.59,84,96,2.86,VE,2022-06-29 12:03:08
505,Arandis,-22.4167,14.9667,78.06,22,0,19.22,NA,2022-06-29 12:03:09
506,Kundiawa,-6.0167,144.9667,59.23,94,93,2.98,PG,2022-06-29 12:03:09
507,Gejiu,23.306,103.1635,59.43,91,99,1.43,CN,2022-06-29 12:03:10
508,Carauari,-4.8828,-66.8958,74.03,95,66,2.37,BR,2022-06-29 12:03:11
509,Gidole,5.65,37.3667,66.85,45,64,5.79,ET,2022-06-29 12:03:11
510,Mokolo,10.7398,13.8019,84.52,41,98,2.46,CM,2022-06-29 12:03:12
511,Yurla,59.3259,54.3223,64.69,36,11,12.15,RU,2022-06-29 12:03:13
512,Huescar,37.811,-2.5412,87.26,30,0,5.88,ES,2022-06-29 12:03:14
513,Koumac,-20.5667,164.2833,70.34,78,4,10.38,NC,2022-06-29 12:03:14
514,Acheng,45.5454,126.977,70.29,74,100,6.87,CN,2022-06-29 12:03:15
515,Emporia,38.4039,-96.1817,66.4,77,0,9.22,US,2022-06-29 12:03:15
516,Changying,52.8733,123.3213,70.03,58,5,3.06,CN,2022-06-29 12:03:16
517,Guadalajara,20.6667,-103.3333,64.17,100,75,0.0,MX,2022-06-29 12:01:53
518,Malakal,9.5334,31.6605,86.45,51,99,3.74,SS,2022-06-29 12:00:19
519,Mukhen,48.1,136.1,67.17,94,13,0.94,RU,2022-06-29 12:03:16
520,Shorapur,16.5167,76.75,91.11,39,99,11.45,IN,2022-06-29 12:03:17
521,Benguela,-12.5763,13.4055,78.82,55,93,9.4,AO,2022-06-29 12:03:17
522,Bandar,2.05,99.75,77.94,82,71,2.95,ID,2022-06-29 12:03:18
523,Santa Rosa,14.3122,121.1114,85.1,69,100,2.98,PH,2022-06-29 12:01:53
524,Saint-Georges,12.0564,-61.7485,78.48,94,75,28.77,GD,2022-06-29 11:59:15
525,Karaton,-6.3424,106.1045,73.89,84,75,2.42,ID,2022-06-29 12:03:19
526,Barrhead,55.7992,-4.3929,65.1,70,75,13.0,GB,2022-06-29 12:03:19
527,Dapaong,10.8639,0.205,91.49,45,25,10.2,TG,2022-06-29 12:03:20
528,Porto Novo,6.4965,2.6036,82.9,76,96,9.66,BJ,2022-06-29 12:03:20
529,Moscow,55.7522,37.6156,74.75,24,0,5.39,RU,2022-06-29 11:59:15
530,Tomatlan,19.9333,-105.25,77.14,89,100,2.37,MX,2022-06-29 12:03:21
531,Alto Araguaia,-17.3147,-53.2153,69.71,44,1,4.5,BR,2022-06-29 12:03:21
532,Vuktyl,63.8567,57.3094,56.3,45,78,16.13,RU,2022-06-29 12:03:22
533,Curuguaty,-24.4694,-55.6945,54.52,75,49,3.31,PY,2022-06-29 12:03:22
534,Gornopravdinsk,60.05,69.9,55.4,70,98,10.89,RU,2022-06-29 12:03:23
535,Minab,27.1467,57.0801,98.85,42,33,12.73,IR,2022-06-29 12:03:23
536,Ostrovnoy,68.0531,39.5131,60.85,65,79,3.18,RU,2022-06-29 12:03:24
537,Dawlatabad,36.4141,64.9053,112.42,5,0,11.25,AF,2022-06-29 12:00:41
538,Noyabrsk,63.1994,75.4507,56.05,56,100,9.22,RU,2022-06-29 12:03:24
539,Astoria,46.1879,-123.8313,56.71,93,100,0.0,US,2022-06-29 12:03:24
540,Troitskoye,52.9821,84.6757,76.3,68,64,9.08,RU,2022-06-29 12:01:22
541,Nenjiang,49.1833,125.2167,70.99,76,49,3.67,CN,2022-06-29 12:03:25
542,Kijang,35.2442,129.2139,74.53,93,92,10.83,KR,2022-06-29 12:03:25
543,Parbhani,19.2667,76.7833,90.01,48,100,8.41,IN,2022-06-29 12:03:26
544,Filingue,14.3521,3.3168,99.37,28,49,10.87,NE,2022-06-29 12:03:26
545,Dillon,34.4166,-79.3712,75.18,85,100,5.82,US,2022-06-29 11:59:59
546,Hoa Binh,20.8133,105.3383,84.67,78,100,0.36,VN,2022-06-29 12:03:27
547,Tamluk,22.3,87.9167,89.26,63,100,14.52,IN,2022-06-29 12:03:27
548,Susanville,40.4163,-120.653,48.04,46,0,5.75,US,2022-06-29 12:01:43
549,Nalobikha,53.2006,84.6039,74.52,70,67,12.37,RU,2022-06-29 12:03:27
550,Tambura,5.6,27.4667,81.1,62,75,4.97,SS,2022-06-29 12:03:28
551,Lufilufi,-13.8745,-171.5986,81.21,78,5,21.85,WS,2022-06-29 12:03:28
552,Pandamatenga,-18.5278,25.627,65.26,49,90,9.71,BW,2022-06-29 12:03:29
553,Oswego,43.4501,-76.1497,66.9,46,93,1.99,US,2022-06-29 12:04:29
554,Timbiqui,2.7717,-77.6654,73.81,91,85,2.13,CO,2022-06-29 12:04:30
555,Eureka,40.8021,-124.1637,57.67,90,54,8.01,US,2022-06-29 12:04:30
556,Hami,42.8,93.45,95.38,12,97,6.02,CN,2022-06-29 12:04:30
557,Padang,-0.9492,100.3543,73.45,87,83,4.94,ID,2022-06-29 12:00:29
558,Tamiahua,21.2667,-97.45,74.19,87,52,5.06,MX,2022-06-29 12:04:31
559,Qaqortoq,60.7167,-46.0333,40.08,97,100,4.34,GL,2022-06-29 12:04:31
560,Dingle,10.9995,122.6711,76.51,88,100,5.23,PH,2022-06-29 12:04:32
561,Matoury,4.8483,-52.3317,75.16,94,100,2.3,GF,2022-06-29 12:04:32
562,Ust-Nera,64.5667,143.2,51.94,81,49,4.88,RU,2022-06-29 12:04:33
563,Wronki,52.7105,16.3804,76.6,31,81,3.8,PL,2022-06-29 12:04:33
